Title,Date,Category,Link
"Amarillo, Texas, Orthodontist Sentenced to 50 Months in Federal Prison on Health CareFraud Conviction","April 9, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/amarillo-texas-orthodontist-sentenced-to-50-months-in-federal-prison-on-health-carefraud-conviction/
"Clinical Laboratory President and New Jersey Doctor, Others Charged with Company in Multimillion-Dollar Cash for Referral Scheme","April 9, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/clinical-laboratory-president-and-new-jersey-doctor-others-charged-with-company-in-multimillion-dollar-cash-for-referral-scheme/
Holyoke Woman Pleads Guilty to Health Care Fraud,"April 9, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/holyoke-woman-pleads-guilty-to-health-care-fraud/
Brooklyn Doctor Convicted in $77 Million Medicare Fraud Scheme,"April 8, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/brooklyn-doctor-convicted-in-77-million-medicare-fraud-scheme/
Rutherford Co. Woman Charged With TennCare Drug Fraud,"April 8, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutherford-co-woman-charged-with-tenncare-drug-fraud/
Miami-Based Health Care Clinic and Its Owners and Operators Sentenced for $50 MillionFraud Scheme,"April 5, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-based-health-care-clinic-and-its-owners-and-operators-sentenced-for-50-millionfraud-scheme/
Grand Rapids Podiatrist Sentenced to Prison in Health Care Fraud Scheme,"April 4, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/grand-rapids-podiatrist-sentenced-to-prison-in-health-care-fraud-scheme/
Owner of Brotherly Love Ambulance Charged in $2 Million Health Care Fraud Scheme,"April 4, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-brotherly-love-ambulance-charged-in-2-million-health-care-fraud-scheme/
"A.G. Schneiderman And Comptroller Dinapoli Announce Prison Sentence For Brooklyn Dentist Who Defrauded Medicaid Dentist Illegally Paid Recruiters To Solicit Homeless Medicaid Patients From Soup Kitchens, Billed In His Son's Name And Failed To Pay Taxes","April 4, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-and-comptroller-dinapoli-announce-prison-sentence-for-brooklyn-dentist-who-defrauded-medicaid-dentist-illegally-paid-recruiters-to-solicit-homeless-medicaid-patients-from-soup-kitchens-billed-in-his-sons-name-and-failed-to-pay-taxes/
Davidson Co. Woman Charged With TennCare Fraud  For Fourth Time,"April 4, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/davidson-co-woman-charged-with-tenncare-fraud-for-fourth-time/
Smith County Woman Charged With TennCare Fraud,"April 4, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/smith-county-woman-charged-with-tenncare-fraud/
"Donalsonville Hospital Agreed to Pay $25,000 for Allegedly Violating the Patient Dumping Statute by Failing to Provide an Adequate Medical Screening Examination","April 3, 2013",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/donalsonville-hospital-agreed-to-pay-25000-for-allegedly-violating-the-patient-dumping-statute-by-failing-to-provide-an-adequate-medical-screening-examination/
"Paul Lux, MD Agreed to Pay $63,500 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration from a Medical Device Manufacturer in the Form of Payments Under a Clinical Registry Contract in Exchange for Referrals","April 3, 2013",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/paul-lux-md-agreed-to-pay-63500-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-from-a-medical-device-manufacturer-in-the-form-of-payments-under-a-clinical-registry-contract-in-exchange-for-referrals/
"Easton Hospital Agrees To Pay Government $454,866 to Resolve Allegation of ImproperMedicare Claims","April 3, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/easton-hospital-agrees-to-pay-government-454866-to-resolve-allegation-of-impropermedicare-claims/
Federal Jury Convicts Three in Health Care Fraud Scheme Stemming From Their Involvement in the Operation of Euless Healthcare Corp.,"April 3, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-jury-convicts-three-in-health-care-fraud-scheme-stemming-from-their-involvement-in-the-operation-of-euless-healthcare-corp/
Former CEO/Owner of Home Health Care Provider Pleads Guilty To Falsifying Records in Connection With a Federal Audit,"April 3, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-ceoowner-of-home-health-care-provider-pleads-guilty-to-falsifying-records-in-connection-with-a-federal-audit/
"St. Luke's University Health Network Agrees to Pay Government $1,029,791 to Resolve Alleged Improper Medicare Claims","April 3, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/st-lukes-university-health-network-agrees-to-pay-government-1029791-to-resolve-alleged-improper-medicare-claims/
Intermountain Health Care Inc. Pays U.S. $25.5 Million to Settle False Claims Act Allegations,"April 3, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/intermountain-health-care-inc-pays-us-255-million-to-settle-false-claims-act-allegations/
"RenalSouth Garden District Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","April 3, 2013",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/renalsouth-garden-district-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Duval County Woman Sentenced to Six Years in Prison for Medicaid Fraud,"April 3, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/duval-county-woman-sentenced-to-six-years-in-prison-for-medicaid-fraud/
"A.G. Schneiderman Announces Arrest Of Long Island Senior Center Aide For Attempted Theft Of $10,200 From A Resident In Her Care","April 3, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-arrest-of-long-island-senior-center-aide-for-attempted-theft-of-10200-from-a-resident-in-her-care/
Davidson County Woman Charged with TennCare Fraud,"April 3, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/davidson-county-woman-charged-with-tenncare-fraud-6/
Ambulance Company and Owners Plead Guilty in Health Care Fraud Scheme,"April 2, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ambulance-company-and-owners-plead-guilty-in-health-care-fraud-scheme/
"Charlotte Woman Pleads Guilty to $4.8 Million Medicaid Scheme, Aggravated Identity Theft, and Other Charges","April 2, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/charlotte-woman-pleads-guilty-to-48-million-medicaid-scheme-aggravated-identity-theft-and-other-charges/
Pretty Prairie Woman Pleads Guilty to Health Care Fraud,"April 2, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pretty-prairie-woman-pleads-guilty-to-health-care-fraud/
"Prevea Clinic, Inc. Agrees to Civil Settlement of $94,000.00 To Resolve False Claims Act Allegations","April 2, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/prevea-clinic-inc-agrees-to-civil-settlement-of-9400000-to-resolve-false-claims-act-allegations/
Detroit-Area Home Health Agency Owner and Physical Therapist Convicted in $2.3 Million Medicare Fraud Scheme,"April 2, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/detroit-area-home-health-agency-owner-and-physical-therapist-convicted-in-23-million-medicare-fraud-scheme/
Former Doctor Pleads Guilty in $19+ Million Health Care Fraud Scheme,"April 1, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-doctor-pleads-guilty-in-19-million-health-care-fraud-scheme/
Operators of Louisiana Home Health Company Convicted in $17.1 Million Health Care Fraud Scheme,"April 1, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/operators-of-louisiana-home-health-company-convicted-in-171-million-health-care-fraud-scheme/
Patient Recruiter for Miami Home Health Company Sentenced to 36 Months in $20 Million Health Care Fraud Scheme,"April 1, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/patient-recruiter-for-miami-home-health-company-sentenced-to-36-months-in-20-million-health-care-fraud-scheme/
SoCal Woman Sentenced to 13 Years in Federal Prison in Medicare Fraud Scheme Involving Durable Medical Equipment,"March 28, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/socal-woman-sentenced-to-13-years-in-federal-prison-in-medicare-fraud-scheme-involving-durable-medical-equipment/
South Jersey Doctor Admits Making Half A Million Dollars in Fraud Scheme Involving Home Health Care for Elderly Patients,"March 28, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-jersey-doctor-admits-making-half-a-million-dollars-in-fraud-scheme-involving-home-health-care-for-elderly-patients/
Medicaid Fraud Control Unit and Partners Arrest Ringleader of $3 Million Medicaid Fraud Scheme,"March 27, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/medicaid-fraud-control-unit-and-partners-arrest-ringleader-of-3-million-medicaid-fraud-scheme/
Six Health Care Providers Plead Guilty To Cheating Medicaid,"March 27, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/six-health-care-providers-plead-guilty-to-cheating-medicaid/
Hardeman County Woman Arrested In Mississippi For TennCare Fraud,"March 27, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/hardeman-county-woman-arrested-in-mississippi-for-tenncare-fraud/
"Attorney General DeWine Announces Conviction, Sentencing of Doctor","March 26, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-dewine-announces-conviction-sentencing-of-doctor/
Stewart County Woman Charged With TennCare Fraud,"March 26, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/stewart-county-woman-charged-with-tenncare-fraud/
"Shelby County Juvenile Court Psychiatric Counselor  Pleads Guilty To $500,000 Health Care Fraud Scheme","March 25, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/shelby-county-juvenile-court-psychiatric-counselor-pleads-guilty-to-500000-health-care-fraud-scheme/
"Osawatomie woman pleads guilty to Medicaid fraud, agrees to repay $13,000","March 25, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/osawatomie-woman-pleads-guilty-to-medicaid-fraud-agrees-to-repay-13000/
"Medical Clinic Director, CEO Plead Guilty To Health Care Fraud, False Tax Return","March 22, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-clinic-director-ceo-plead-guilty-to-health-care-fraud-false-tax-return/
"Temple University Agrees to pay $100,000 to Resolve Overbilling","March 22, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/temple-university-agrees-to-pay-100000-to-resolve-overbilling/
DME Owner Arrested in 21-Count Health Care Fraud Indictment,"March 22, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dme-owner-arrested-in-21-count-health-care-fraud-indictment/
Registered Nurse Pleads Guilty in Connection with Detroit Medicare Fraud Scheme,"March 22, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/registered-nurse-pleads-guilty-in-connection-with-detroit-medicare-fraud-scheme/
Dyer County Man Charged 2nd Time With TennCare Drug Fraud,"March 22, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/dyer-county-man-charged-2nd-time-with-tenncare-drug-fraud/
Owners of Woodbridge home health care business sentenced to 121 months for $2.1 million in health care fraud,"March 22, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/owners-of-woodbridge-home-health-care-business-sentenced-to-121-months-for-21-million-in-health-care-fraud/
Manhattan U.S. Attorney Announces Charges against Bronx Pharmacy Owner for Participating In Medicaid Fraud Scheme Involving the Diversion of Prescription Drugs,"March 21, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manhattan-us-attorney-announces-charges-against-bronx-pharmacy-owner-for-participating-in-medicaid-fraud-scheme-involving-the-diversion-of-prescription-drugs/
"Owner of Bluegrass Women's Healthcare in Elizabethtown Charged with Health Care Fraud, Mail Fraud, Misbranding and Smuggling","March 21, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-bluegrass-womens-healthcare-in-elizabethtown-charged-with-health-care-fraud-mail-fraud-misbranding-and-smuggling/
Former Saltville Rescue Squad President Sentenced,"March 20, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-saltville-rescue-squad-president-sentenced/
Forty-Four Individuals Indicted In Health Care Fraud and Drug Distribution Scheme,"March 20, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/forty-four-individuals-indicted-in-health-care-fraud-and-drug-distribution-scheme/
Miami Beach Community Health Center CEO Pleads Guilty in $6 Million Embezzlement Scam,"March 20, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-beach-community-health-center-ceo-pleads-guilty-in-6-million-embezzlement-scam/
"Nelson County, Kentucky Drug Store Owner Guilty Of Health Care Fraud and Wire Fraud","March 20, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nelson-county-kentucky-drug-store-owner-guilty-of-health-care-fraud-and-wire-fraud/
Hospice of Arizona and Related Entities Pay $12 Million to Resolve False Claims Act Allegations,"March 20, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/hospice-of-arizona-and-related-entities-pay-12-million-to-resolve-false-claims-act-allegations/
Dentist Sentenced for Medicaid Fraud,"March 20, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/dentist-sentenced-for-medicaid-fraud/
Mississippi Woman Charged With Committing Fraud To Get TennCare Healthcare Insurance Benefits,"March 20, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/mississippi-woman-charged-with-committing-fraud-to-get-tenncare-healthcare-insurance-benefits/
Colorado Man Indicted for Failure to Appear,"March 19, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/colorado-man-indicted-for-failure-to-appear/
Thirteen Individuals Indicted in Health Care Fraud and Drug Distribution Scheme,"March 19, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/thirteen-individuals-indicted-in-health-care-fraud-and-drug-distribution-scheme/
AG's Medicaid Fraud Control Unit Arrests Ville Platte Man,"March 19, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ags-medicaid-fraud-control-unit-arrests-ville-platte-man/
Woman Sentenced for Involvement in Health Care Fraud Scheme,"March 18, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woman-sentenced-for-involvement-in-health-care-fraud-scheme/
"Attorney General Koster Obtains More Than $67,000 In Settlement With Adult Daycare For Overcharging Medicaid","March 18, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-koster-obtains-more-than-67000-in-settlement-with-adult-daycare-for-overcharging-medicaid/
Putnam Co. Woman Charged With TennCare Fraud,"March 18, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/putnam-co-woman-charged-with-tenncare-fraud/
Two Medicare Beneficiaries Found Guilty Of Soliciting Kickbacks in Home Health Care Case,"March 15, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-medicare-beneficiaries-found-guilty-of-soliciting-kickbacks-in-home-health-care-case/
Former Department of Health and Human Services Employee Pleads Guilty in Washington to Wire Fraud Charge in Retention Bonus Scheme,"March 15, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-department-of-health-and-human-services-employee-pleads-guilty-in-washington-to-wire-fraud-charge-in-retention-bonus-scheme/
Medical Director for Miami-Based Health Care Clinic Sentenced to 144 Months in Prison for Role in $50 Million Medicare Fraud Scheme,"March 15, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-director-for-miami-based-health-care-clinic-sentenced-to-144-months-in-prison-for-role-in-50-million-medicare-fraud-scheme/
"Dorminy Medical Center Agreed to Pay $50,000 for Allegedly Violating the Civil Monetary Penalties Law by Providing Remuneration in the Form of Free Office Space","March 15, 2013",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/dorminy-medical-center-agreed-to-pay-50000-for-allegedly-violating-the-civil-monetary-penalties-law-by-providing-remuneration-in-the-form-of-free-office-space/
McAllen Urologist and Wife Charged in Heath Care Fraud Scheme and Conspiracy to Violate Iranian Sanctions,"March 14, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mcallen-urologist-and-wife-charged-in-heath-care-fraud-scheme-and-conspiracy-to-violate-iranian-sanctions/
Houston-Area Doctor Sentenced to 63 Months in Prison for Role in $17.3 Million MedicareFraud Scheme,"March 14, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/houston-area-doctor-sentenced-to-63-months-in-prison-for-role-in-173-million-medicarefraud-scheme/
Medicaid Fraud Control Unit's Investigations Result in Three Arrests,"March 14, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/medicaid-fraud-control-units-investigations-result-in-three-arrests/
Rutherford Co. Woman Charged With TennCare Fraud,"March 14, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/rutherford-co-woman-charged-with-tenncare-fraud-3/
"Home Health Care Company Techota, LLC, to Pay United States $150,000 to Resolve False Claims Allegations","March 13, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/home-health-care-company-techota-llc-to-pay-united-states-150000-to-resolve-false-claims-allegations/
Spaulding Rehabilitation Hospital North Shore Settles Allegations of Improper Medicare Billing,"March 13, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/spaulding-rehabilitation-hospital-north-shore-settles-allegations-of-improper-medicare-billing/
Substance Abuse Counselor Pleads Guilty To Federal Health Care Fraud Charge,"March 13, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/substance-abuse-counselor-pleads-guilty-to-federal-health-care-fraud-charge/
Anderson Co. Man Charged With TennCare Drug Fraud,"March 13, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/anderson-co-man-charged-with-tenncare-drug-fraud/
Armenian National Sentenced To 41 Months in Prison for Role in Health Care Fraud Conspiracy,"March 12, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/armenian-national-sentenced-to-41-months-in-prison-for-role-in-health-care-fraud-conspiracy/
Local Pharmacist Sentenced To 10 Years in Federal Prison for Filling Hundreds of Fraudulent Oxycodone Prescriptions,"March 12, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/local-pharmacist-sentenced-to-10-years-in-federal-prison-for-filling-hundreds-of-fraudulent-oxycodone-prescriptions/
Pocatello Dentist Sentenced for Fraudulent Medicaid Billing,"March 12, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/pocatello-dentist-sentenced-for-fraudulent-medicaid-billing/
"Two Sentenced, One Pleads On Medicaid Fraud Charges","March 12, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/two-sentenced-one-pleads-on-medicaid-fraud-charges/
"A.G. Schneiderman Announces Arrest of Rockland and Westchester County Pharmacists Who Stole More Than $500,000 from Medicaid","March 12, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-arrest-of-rockland-and-westchester-county-pharmacists-who-stole-more-than-500000-from-medicaid/
"Vanguard HealthCare Agreed to Pay $159,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","March 11, 2013",CIA Reportable Events,https://oig.hhs.gov/fraud/enforcement/vanguard-healthcare-agreed-to-pay-159000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Knox Co. Woman Charged For 2nd Time with TennCare ""Doctor Shopping""","March 11, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/knox-co-woman-charged-for-2nd-time-with-tenncare-doctor-shopping/
Milwaukee Woman Found Guilty of Medicaid Fraud and Theft,"March 11, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/milwaukee-woman-found-guilty-of-medicaid-fraud-and-theft/
Grace Healthcare and Grace Ancillary Services Agree To Pay United States and State Of Tennessee $2.7 Million to Resolve False Claims Allegations,"March 8, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/grace-healthcare-and-grace-ancillary-services-agree-to-pay-united-states-and-state-of-tennessee-27-million-to-resolve-false-claims-allegations/
Woman Ordered to Pay Restitution for Filing False Day Care Services Claims to Federal Program,"March 8, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/woman-ordered-to-pay-restitution-for-filing-false-day-care-services-claims-to-federal-program/
Tennessee-Based Therapy Providers to Pay $2.7 Million to Resolve False Claims Act Allegations,"March 8, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/tennessee-based-therapy-providers-to-pay-27-million-to-resolve-false-claims-act-allegations/
Massachusetts Physician Charged with Illegally Prescribing Suboxone,"March 8, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/massachusetts-physician-charged-with-illegally-prescribing-suboxone/
A.G. Schneiderman Announces Arrest of a Nurse's Aide Caught Secretly Photographing Nursing Home Resident,"March 8, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-arrest-of-a-nurses-aide-caught-secretly-photographing-nursing-home-resident/
"A.G. Schneiderman Announces Guilty Plea for Pharmacist Who Stole More Than $90,000 from the New York State Medicaid Program","March 8, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-schneiderman-announces-guilty-plea-for-pharmacist-who-stole-more-than-90000-from-the-new-york-state-medicaid-program/
Indiana Pharmacy Owner Agreed to Be Excluded for 5 Years for Submitting Claims for Drugs that Were Allegedly Never Dispensed,"March 7, 2013",CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/indiana-pharmacy-owner-agreed-to-be-excluded-for-5-years-for-submitting-claims-for-drugs-that-were-allegedly-never-dispensed/
Health Care Clinic Director Pleads Guilty in Miami for Role in $63 Million Health Care Fraud Scheme,"March 7, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/health-care-clinic-director-pleads-guilty-in-miami-for-role-in-63-million-health-care-fraud-scheme/
Orange County Doctor Convicted of Six Counts of Health Care Fraud in Multi-Million Dollar Scam involving Durable Medical Equipment,"March 7, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/orange-county-doctor-convicted-of-six-counts-of-health-care-fraud-in-multi-million-dollar-scam-involving-durable-medical-equipment/
Miller Names Keokuk Care Center Owners in Medicaid Fraud Case,"March 7, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/miller-names-keokuk-care-center-owners-in-medicaid-fraud-case/
Corpus Christi Radiologist Group and Children's Genetic Services Clinic Settle False Claims Act Allegations,"March 5, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/corpus-christi-radiologist-group-and-childrens-genetic-services-clinic-settle-false-claims-act-allegations/
Manhattan U.S. Attorney Sues Park Avenue Medical Associates for Medicare Billing Fraud,"March 5, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manhattan-us-attorney-sues-park-avenue-medical-associates-for-medicare-billing-fraud/
Owner and Operator of Houston-Area Ambulance Service Convicted in Medicare Fraud Scheme,"March 5, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-and-operator-of-houston-area-ambulance-service-convicted-in-medicare-fraud-scheme/
Par Pharmaceuticals Pleads Guilty and Agrees to Pay $45 Million to Resolve Civil and Criminal Allegations Related to Off-Label Marketing,"March 5, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/par-pharmaceuticals-pleads-guilty-and-agrees-to-pay-45-million-to-resolve-civil-and-criminal-allegations-related-to-off-label-marketing/
Minnesota Man Charged with Failure to Pay Child Support,"March 4, 2013",Child Support,https://oig.hhs.gov/fraud/enforcement/minnesota-man-charged-with-failure-to-pay-child-support/
Laurel Man Pleads Guilty To Producing Child Pornography,"March 4, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/laurel-man-pleads-guilty-to-producing-child-pornography/
"Radiology Associates and Oregon Imaging Centers Agreed to Pay $189,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Lacked Proper Supervision","March 4, 2013",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/radiology-associates-and-oregon-imaging-centers-agreed-to-pay-189000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-lacked-proper-supervision/
California Hospital Pays CIA Stipulated Penalty,"March 4, 2013",Stipulated Penalties and Material Breaches,https://oig.hhs.gov/fraud/enforcement/california-hospital-pays-cia-stipulated-penalty/
Doctor gets 50 Month Sentence for Health Care Fraud & Tax Evasion,"March 1, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-gets-50-month-sentence-for-health-care-fraud-tax-evasion/
"Nelson County, Kentucky Drug Store Owner Charged With Health Care Fraud and Wire Fraud","March 1, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/nelson-county-kentucky-drug-store-owner-charged-with-health-care-fraud-and-wire-fraud/
Jonesboro Woman Arrested For Medicaid Fraud,"March 1, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/jonesboro-woman-arrested-for-medicaid-fraud/
Williamson Co. Woman Charged with TennCare Drug Fraud,"March 1, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/williamson-co-woman-charged-with-tenncare-drug-fraud-4/
Milwaukee Man Sentenced For Medicaid Fraud,"March 1, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/milwaukee-man-sentenced-for-medicaid-fraud-3/
Podiatrist Sentenced To Prison for Health Care Fraud,"February 28, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/podiatrist-sentenced-to-prison-for-health-care-fraud/
Owners of Miami Home Health Companies Sentenced to Prison in $48 Million Health Care Fraud Scheme,"February 28, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owners-of-miami-home-health-companies-sentenced-to-prison-in-48-million-health-care-fraud-scheme/
Former Oral Surgeon Sentenced For Medicaid Fraud,"February 28, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-oral-surgeon-sentenced-for-medicaid-fraud/
Alamance County Residents Plead To Health Care Fraud,"February 27, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/alamance-county-residents-plead-to-health-care-fraud/
"Glen Haven Home Agreed to Pay $34,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual","February 27, 2013",Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/glen-haven-home-agreed-to-pay-34000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Claiborne Co. Man Charged With TennCare Drug Fraud,"February 27, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/claiborne-co-man-charged-with-tenncare-drug-fraud/
"Knox County Woman Charged With TennCare ""Doctor Shopping""","February 27, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/knox-county-woman-charged-with-tenncare-doctor-shopping/
Medicaid Fraud Perpetrator Pleads Guilty To 10 Counts Of Theft,"February 27, 2013",State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/medicaid-fraud-perpetrator-pleads-guilty-to-10-counts-of-theft/
Former Owners of Los Angeles-Area Medical Equipment Wholesaler Plead Guilty to Conspiring with Customers to Defraud Medicare,"February 26, 2013",Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-owners-of-los-angeles-area-medical-equipment-wholesaler-plead-guilty-to-conspiring-with-customers-to-defraud-medicare/
